record_id,doi,year,crossref_container,crossref_issn,title_similarity,issn_is_affilia,container_is_affilia,prefix_is_sage,not_social_work_issn,year_agrees,title
96434,10.1177/0886109914530932,2014,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Beyond the Feminist Critique: Developing Feminist Tools for Intervention
96435,10.1177/0886109913516448,2014,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,"Cultural Factors in the Treatment of Battered Women With Privilege: Domestic Violence in the Lives of White European-American, Middle-Class, Heterosexual Women"
96436,10.1177/0886109913516453,2014,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Exploring women’s empowerment through ‘‘Credit-Plus’’ microfinance in India
96437,10.1177/0886109913519793,2014,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,A Look Back at the Defense of Marriage Act: Why Same-Sex Marriage Is Still Relevant for Social Work
96438,10.1177/0886109913516452,2014,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,A Review of the Provision of Intervention Programs for Female Victims and Survivors of Domestic Abuse in the United Kingdom
96439,10.1177/0886109913519792,2014,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Navigating the domestic violence protection law by vietnamese immigrant wives in Taiwan
96440,10.1177/0886109913516449,2014,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,"Traumatic Transitions: Homeless Women's Narratives of Abuse, Loss, and Fear"
96441,10.1177/0886109913516455,2014,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,"Economic Necessity or Noble Cause? A Qualitative Study Exploring Motivations for Gestational Surrogacy in Gujarat, India"
96442,10.1177/0886109914541120,2014,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Crimmigration and detainers: An opportunity for feminist praxis
96443,10.1177/0886109913519794,2014,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Grandmother caregiver-in-chief continues the tradition of African American Families
96444,10.1177/0886109913504152,2013,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Global Inequities: A Gender-Based Analysis of the Live-in Caregiver Program and the Kirogi Phenomenon in Canada
96445,10.1177/0886109913504153,2013,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,"Backward, Dumb, and Violent Hillbillies? Rural Geographies and Intersectional Studies on Intimate Partner Violence"
96446,10.1177/0886109913507759,2013,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Framing Human Rights and Cultural Diversity Training in Social Work Classrooms-the Case of Female Marriage Immigrants in Taiwan
96447,10.1177/0886109913504154,2013,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,The Impact of Caregiving: Older Women's Experiences of Sexuality and Intimacy
96448,10.1177/0886109913503266,2013,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Using the F-Word: Feminist Epistemologies and Postgraduate Research
96449,10.1177/0886109913503265,2013,Affilia,"0886-1099,1552-3020",0.973,True,True,True,True,True,"Familism, Sexual Abuse, and Domestic Violence Among Immigrant Mexican Women"
96450,10.1177/0886109913505814,2013,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Decolonizing Queer Pedagogy
96451,10.1177/0886109913504723,2013,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Lesbians' Perceived Readiness to Parent
96452,10.1177/0886109913495727,2013,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,The Gendered Experience of Family Estrangement in Later Life
96453,10.1177/0886109913495726,2013,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,"Constructions of ""Infertility"" and Some Lived Experiences of Involuntary Childlessness"
96454,10.1177/0886109913495729,2013,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,A Statewide Exploration of Bystander and Gender-Role Attitudes in New Jersey
96455,10.1177/0886109913495728,2013,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,"Parties, Drugs, and High School Hookups: Socioemotional Challenges for European and Mexican American Adolescents"
96456,10.1177/0886109913495662,2013,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Domestic Violence in a Developing Context: The Perspectives of Women in Northern Ethiopia
96457,10.1177/0886109913495665,2013,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Employment Hardships and Health Insurance Coverage in Single-Mother Families During and After the Great Recession
96458,10.1177/0886109913495645,2013,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Norming or Transforming: Feminist Pedagogy and Social Work Competencies
96459,10.1177/0886109913495644,2013,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,In the Name of VAWA
96460,10.1177/0886109913484693,2013,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Metastressors as Barriers to Self-Sufficiency Among TANF-Reliant African American and Latina Women
96461,10.1177/0886109913490469,2013,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Perspectives of Rural Women: Custody and Visitation With Abusive Ex-Partners
96462,10.1177/0886109913485710,2013,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Benevolent Hegemony
96463,10.1177/0886109913485680,2013,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Inscribed in Our Blood: Challenging the Ideology of Sexism and Racism
96464,10.1177/0886109913485707,2013,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Trauma Theory Without Feminism? Evaluating Contemporary Understandings of Traumatized Women
96465,10.1177/0886109913485712,2013,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Great-Aunt Whoever's Funeral: A Lesbian Woman's Newfound Strength
96466,10.1177/0886109913485709,2013,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Professional Efficacy and Working With Victims of Domestic Violence or Sexual Assault
96467,10.1177/0886109913485704,2013,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Gender Differences in Preferred Drug Resistance Strategies of Rural Native Hawaiian Youths
96468,10.1177/0886109912475049,2013,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,"From One ""Dragon Sleigh"" to Another: Advocating for Immigrant Women Facing Violence in Kansas"
96469,10.1177/0886109913476944,2013,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,"The Burden of Being ""Employable"": Underpaid and Unpaid Work and Women's Health"
96470,10.1177/0886109912475173,2013,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,The Journey of One Pregnant Incarcerated Woman Through Systemic Bias: How Family Support Workers Can Positively Affect Change-A Case Study
96471,10.1177/0886109912475162,2013,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,The Paradox of a Gender-Balanced Workforce: The Discursive Construction of Gender Among Swedish Social Workers
96472,10.1177/0886109912475055,2013,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,From Inclusion to Radical Attention to Exclusion
96473,10.1177/0886109912475159,2013,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Patchwork: Poor Women's Stories of Resewing the Shredded Safety Net
96474,10.1177/0886109912475172,2013,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Domestic Minor Sex Trafficking: Practice Implications for Mental Health Professionals
96475,10.1177/0886109912475194,2013,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,"genealogy, the only time i wanted to be a man, a house without wallpaper"
96478,10.1177/0886109913505044,2013,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Violence Against Racially Minoritized Women: Implications for Social Work
96479,10.1177/0886109913504722,2013,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Social Work With Female Victims of Gender Violence: Analysis of an Experience in Southern Spain From a Feminist Perspective
96481,10.1177/0886109912464479,2012,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Negotiated Positions: Immigrant Women's Views and Experiences of Employment in Canada
96482,10.1177/0886109912464474,2012,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,An Ecological Understanding of the Risk Factors Associated With Stalking Behavior: Implications for Social Work Practice
96483,10.1177/0886109912464480,2012,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,An Autoethnography of a Childless Woman in Korea
96484,10.1177/0886109912465158,2012,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,"Reflections: Continuity, Change, and the Way Forward"
96485,10.1177/0886109912464473,2012,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Child Care as a Work Support: A Socialist Feminist Policy Analysis
96486,10.1177/0886109912452402,2012,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Transatlantic Connections in the Making of a Socialist-Feminist Framework for Social Welfare in Turkey: The Legacy of Sabiha Zekeriya Sertel
96487,10.1177/0886109912443958,2012,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,The Knafo Chronicles: Marching on Jerusalem With Israel's Silent Majority
96488,10.1177/0886109912452640,2012,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,It Starts With Me: Women Mediate Power Within Feminist Activism
96489,10.1177/0886109912452643,2012,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,"Maidens Fair, Matrons Plump, Fat Cats, and Sugar Daddies: Fund-Raising for Richmond's Early Charitable Agencies"
96490,10.1177/0886109912452403,2012,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,"Domestic Violence, Culture, and Relationship Dynamics Among Immigrant Mexican Women"
96491,10.1177/0886109912454366,2012,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,"Microaggression, Women, and Social Work"
96492,10.1177/0886109912452642,2012,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,American Indian Women and Sexual Assault: Challenges and New Opportunities
96493,10.1177/0886109912444103,2012,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Early Hospital Social Work Practice: The Life and Times of Janet Thornton
96494,10.1177/0886109912443959,2012,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Feminist Women's Accounts of Depression
96495,10.1177/0886109912444102,2012,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,The Decline in Intercountry Adoptions and New Practices of Global Surrogacy: Global Exploitation and Human Rights Concerns
96496,10.1177/0886109912444104,2012,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Mothering My Mother: The Unbreakable and Often Unbearable Mother-Daughter Bond
96497,10.1177/0886109912445269,2012,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Transnational Cross-Racial Surrogacy: Issues and Concerns
96498,10.1177/0886109912443763,2012,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Human Trafficking Is More Than Sex Trafficking and Prostitution: Implications for Social Work
96499,10.1177/0886109912437572,2012,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,"Arab American Women, Mental Health, and Feminism"
96500,10.1177/0886109912437496,2012,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Relationship and Leadership: Sophonisba Breckinridge and Women in Social Work
96501,10.1177/0886109912437493,2012,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Jody Williams: Nobel Laureate's Insights on Activism and Social Work
96502,10.1177/0886109912437494,2012,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Conceptualizations and Experiences of Oppression: Gender Differences
96503,10.1177/0886109912437491,2012,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Evaluations of Women-Centered U.S. Microenterprise Development Programs
96504,10.1177/0886109912437490,2012,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Help Seeking: Perceived Risks for African American Women
96505,10.1177/0886109912437465,2012,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Remember the Women: Inequality is a Women's Issue
96507,10.1177/0886109912437470,2012,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Funeral Pedicure: Sunday Night Blues Satellite Beach
96508,10.1177/0886109912437468,2012,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Rose's Bones: Whiskey Tongue to the Body
96509,10.1177/0886109912452650,2012,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,One Friday at the Women's Rehab; Gestalt Poem; Palmetto Spice Box
96510,10.1177/0886109911428439,2011,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Unbroken: The town of trailing cars
96511,10.1177/0886109911428204,2011,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Unsettling feminisms
96512,10.1177/0886109911428205,2011,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Being unsettled as a space of possibility: Diverse perspectives on the unconference
96513,10.1177/0886109911428209,2011,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Annie mae kenion (1912-2009): Teaching and community building in the jim crow south
96514,10.1177/0886109911428206,2011,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,The unsettling feminism(s) unconference: Reflections of a doctoral student
96515,10.1177/0886109911428208,2011,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Does the public hold abused women responsible for protecting children?
96516,10.1177/0886109911428437,2011,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Trauma: Prescription
96519,10.1177/0886109911418441,2011,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,"Reconciling conflicts: The ""Accidental"" women leaders in contemporary China"
96520,10.1177/0886109911417690,2011,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,In the midst of a storm: Distress of Kerala women
96521,10.1177/0886109911417689,2011,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Bridging critical feminist gerontology and social work to interrogate the narrative on civic engagement
96522,10.1177/0886109911417692,2011,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Global migration and gender
96523,10.1177/0886109911417686,2011,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Gender sensitivity among social workers handling cases of domestic violence: A Hong Kong case
96524,10.1177/0886109911405484,2011,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,The impact of unintended consequences of the 1996 U.S. immigration reform Act on women
96525,10.1177/0886109911405485,2011,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,"Relational development through the life cycle: Capacities, opportunities, challenges, and obstacles"
96526,10.1177/0886109911405491,2011,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Experiences of muslims in four Western Countries post-9/11
96527,10.1177/0886109911405827,2011,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Women's oppression or choice? one American's View on Wearing the Hijab
96528,10.1177/0886109911405592,2011,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,The conceptualization of anorexia: The pro-ana perspective
96529,10.1177/0886109911405494,2011,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,A matter of life and death: The voices of domestic violence survivors
96530,10.1177/0886109911405493,2011,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,To Be or not to Be a Feminist in India
96531,10.1177/0886109910392515,2011,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Miriam dinerman: A salute to our former editor-in-chief
96532,10.1177/0886109910392532,2011,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Moving beyond family-friendly policies for faculty mothers
96533,10.1177/0886109910392523,2011,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,On being and calling oneself a feminist social worker
96534,10.1177/0886109910392525,2011,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Rebecca salti: The bani hamida weaving project and women's empowerment
96535,10.1177/0886109910392534,2011,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Gendered matters: Undocumented mexican mothers in the current policy context
96536,10.1177/0886109910392535,2011,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,"Role occupancy, quality, and psychological distress among caucasian and African American women"
96537,10.1177/0886109910392519,2011,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Experiences of racism by female minority and immigrant nursing assistants
96538,10.1177/0886109910392529,2011,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Providing context for social workers' response to sexual assault victims
96539,10.1177/0886109910397777,2011,Affilia,"0886-1099,1552-3020",0.75,True,True,True,True,True,"Erratum to Constructing a world beyond intimate partner abuse (Affilia: Journal of Women and Social Work, (2010), 25, 3, (224-235), 10.1177/0886109910375220)"
96540,10.1177/0886109910392517,2011,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Feminist contributions to understanding women's lives and the social environment
96541,10.1177/0886109910392898,2011,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,A Poet Visits Women Locked Up in Jail: Patti's Daylight Dream
96543,10.1177/0886109910384072,2010,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,What makes it feminist?: Mapping the landscape of feminist social work research
96544,10.1177/0886109910384076,2010,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Allgo speaks: Reflections on intersectional organizing
96545,10.1177/0886109910384194,2010,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Beyond the binary: Critical feminisms in social work
96546,10.1177/0886109910375210,2010,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Gender differences in drug offers of rural Hawaiian youths: A mixed-methods analysis
96547,10.1177/0886109910375366,2010,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Poetry in Affilia
96548,10.1177/0886109910375218,2010,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Feminist perspectives in development: Implications for women and microcredit
96549,10.1177/0886109910375204,2010,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Beyond the veil in Pakistan
96550,10.1177/0886109910375375,2010,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Conspicuously absent: Lesbians in professional social work
96551,10.1177/0886109910375368,2010,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,The urban studio project recipe: A multidisciplinary approach to feminist practice through community engagement
96552,10.1177/0886109910375377,2010,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Her work from within
96553,10.1177/0886109910364347,2010,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,"Abraham's daughter: Eleanor Flexner: (October 4, 1908-March 25, 1995)"
96554,10.1177/0886109910364348,2010,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Gender disparity and HIV risk among young black women in college: A literature review
96555,10.1177/0886109910364343,2010,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,The complexities of becoming visible: Reflecting on the stories of women of color as social work educators
96556,10.1177/0886109910364366,2010,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Transnational social work and lessons learned from transnational feminism
96557,10.1177/0886109910364362,2010,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Living with stigma: Women's experiences of prostitution and substance use
96558,10.1177/0886109909354983,2010,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Everyday conflict and daily stressors: Coping responses of black women
96559,10.1177/0886109909354985,2010,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Women with disabilities in lebanon: From marginalization to resistance
96560,10.1177/0886109909354982,2010,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Treating women right
96561,10.1177/0886109909356058,2010,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Attitudes toward gays and lesbians among undergraduate social work students
96562,10.1177/0886109909356067,2010,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Do our life experiences augment our understanding?: Reflections on justice sonia sotomayor's congressional hearings
96563,10.1177/0886109909354979,2010,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Sexual harassment experiences and their psychological correlates among a diverse sample of college women
96568,10.1177/0886109909343569,2009,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,The search for wonder woman: An autoethnography of feminist identity
96569,10.1177/0886109909343562,2009,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,"Gentle, angry women creating change"
96570,10.1177/0886109909343566,2009,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,From private demons to public problems: The work of Mary Cromwell Jarrett
96571,10.1177/0886109909343559,2009,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Making gender visible: Social work responses to homelessness
96572,10.1177/0886109909344059,2009,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Lesbians surviving culture: Relational-cultural theory applied to lesbian connection
96573,10.1177/0886109909337401,2009,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Responding to the complex and gendered needs of refugee women
96574,10.1177/0886109909337376,2009,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Caregiving for the elderly: Personal and professional response
96575,10.1177/0886109909337375,2009,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,"Developing a standpoint practice method with cases: Authority, subjectivity, reflection"
96576,10.1177/0886109909337706,2009,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,A Passionate Practice: Addressing the needs of commercially sexually exploited teenagers
96577,10.1177/0886109909337707,2009,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,"""My ever dear"": Social work's ""Lesbian"" foremothers - A call for scholarship"
96578,10.1177/0886109909337374,2009,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,"Battered women, children, and the end of abusive relationships"
96579,10.1177/0886109909337378,2009,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,"""Trying to eat healthy"": A photovoice study about women's access to healthy food in New York City"
96580,10.1177/0886109909331700,2009,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Exploring intersections of identity with native American women leaders
96581,10.1177/0886109909331702,2009,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Moving within the spiral: The process of surviving
96582,10.1177/0886109909331870,2009,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Wall street takes welfare it begrudges to women
96583,10.1177/0886109909331695,2009,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,The role of sexual and reproductive rights in social work practice
96584,10.1177/0886109909331701,2009,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,The girl child: A review of the empirical literature
96585,10.1177/0886109909331693,2009,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Hispanic immigrant women talk about family planning
96586,10.1177/0886109908326742,2009,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,"""you can't bite the hand..."": Domestic violence and human rights"
96587,10.1177/0886109908326737,2009,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Gender variation in partner abuse: Findings from a conservative christian denomination
96588,10.1177/0886109908326815,2009,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Survivors of stalking: Their voices and lived experiences
96589,10.1177/0886109908326998,2009,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Perceived caregiver burden in India: Implications for social services
96590,10.1177/0886109906326736,2009,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Changing pace
96591,10.1177/0886109908326740,2009,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Women and political leadership: The U.S. and global contexts
96592,10.1177/0886109908326735,2009,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,"Words are a place to stand: Journals by young women in Kibera, Kenya"
96596,10.1177/0886109908326738,2009,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,the alarm; Night Visitor; education
96597,10.1177/0886109909331753,2009,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Dorothy Irene Height: Profile of a Giant in Pursuit of Equal Justice for Black Women
96598,10.1177/0886109909343552,2009,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Feminists in social work: Where have all the leaders gone?
96600,10.1177/0886109908323998,2008,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,"Aging and gender, feminist theory, and social work practice concerns"
96601,10.1177/0886109908323972,2008,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Stillbirth: A sociopolitical issue
96602,10.1177/0886109908323967,2008,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Displaced women in Northern Ghana: Indigenous knowledge about ethnic conflict
96603,10.1177/0886109908323971,2008,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Gender differences in depression: A theoretical examination of power
96604,10.1177/0886109908323999,2008,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Criminal rewards: The impact of parent alienation syndrome on families
96605,10.1177/0886109908323966,2008,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,"Women's bodies aging: Culture, context, and social work practice"
96606,10.1177/0886109908323970,2008,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Doing justice: A typology of helping attitudes toward sexual groups
96607,10.1177/0886109908324001,2008,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Sattareh Farman Farmaian: Iranian social work pioneer
96608,10.1177/0886109908323974,2008,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,"Inabel burns Lindsay: A social worker, educator, and administrator uncompromising in the pursuit of social justice for all"
96609,10.1177/0886109908319117,2008,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Culturally competent feminist social work: Listening to diverse people
96610,10.1177/0886109908319173,2008,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,"Gender, the media, and the presidential candidates"
96611,10.1177/0886109908319119,2008,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Assisted reproductive technologies: Changing conceptions of motherhood?
96612,10.1177/0886109908319177,2008,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Activist formation in the Neoliberal Era: A journey with multiple dimensions
96613,10.1177/0886109908319121,2008,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Lessons learned in the Sandwich
96614,10.1177/0886109908319123,2008,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Portrait of a pioneer: An intellectual biography of lena dominelli
96615,10.1177/0886109908319172,2008,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Lessons in resilience: Undocumented Mexican women in South Carolina
96616,10.1177/0886109908314321,2008,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Taking child abuse and mothering into account: Intersectional feminism as an alternative for the study of domestic violence
96617,10.1177/0886109908314472,2008,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Past and present
96618,10.1177/0886109908314327,2008,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,A black woman's journey into a predominately white academic world
96619,10.1177/0886109908314332,2008,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,"Alice Paul: Activist, advocate, and one of ours"
96620,10.1177/0886109908314319,2008,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Women's leisure as reproduction and resistance
96621,10.1177/0886109908314328,2008,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Substance use and abuse: Women's criminal reoffending in New Zealand
96622,10.1177/0886109908314326,2008,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Christianity and domestic violence: Feminist poststructuralist perspectives
96623,10.1177/0886109908314324,2008,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Depression in African American women: Application of a psychosocial competence practice framework
96624,10.1177/0886109907310499,2008,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Civil unions and the recognition of lesbian relationships: A reflection in the context of Aotearoa/New Zealand
96625,10.1177/0886109907310473,2008,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,"Eugenics, ""degenerate girls,"" and social workers during the progressive era"
96626,10.1177/0886109907310456,2008,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Nuzha's dream marches on: When two women's narratives meet
96627,10.1177/0886109907310459,2008,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Participatory research for rape survivor groups: A model for practice
96628,10.1177/0886109907310461,2008,Affilia,"0886-1099,1552-3020",1.0,True,True,True,True,True,Are girls really becoming more violent?: A critical analysis
