record_key,source_database,year,title,authors,journal_or_venue,doi,record_type,screening_basis,is_relevant,evidence_class,empirical_method,outcome_group,database_method,corrected_by_audit,corrected_by_spot_check
SWRD:42924,SWRD,2014,Associations Between Sexual Abuse and Negative Health Consequences Among High-Risk Men Who Have Sex with Men,"Rusow, Joshua A.; Fletcher, Jesse B.; Le, Hung; Reback, Cathy J.",Sexual and Gender Diversity in Social Services,10.1080/10538720.2014.891451,journal-article,title_and_abstract,True,Empirical,Quantitative,Quantitative,Quantitative,False,False
SWRD:42032,SWRD,2014,Coping with parental death as seen from the perspective of children who attended a grief camp,"McClatchey, Irene Searles; Wimmer, Jane S.",Qualitative Social Work,10.1177/1473325012465104,journal-article,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,Qualitative,False,False
SWRD:42716,SWRD,2014,Exploring e-Mental Health Preferences of Generation Y,"Mar, Marissa Y.; Neilson, Erika K.; Torchalla, Iris; Werker, Gregory R.; Laing, Allison; Krausz, Michael",Journal of Technology in Human Services,10.1080/15228835.2014.943457,journal-article,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,Qualitative,True,False
SWRD:42742,SWRD,2014,Exploring the Formal Supports Used by People Bereaved Through Suicide: A Qualitative Study,"McKinnon, Janette M.; Chonody, Jill",Social Work in Mental Health,10.1080/15332985.2014.889637,journal-article,title_and_abstract,True,Empirical,Qualitative,Qualitative,Qualitative,False,False
SWRD:43111,SWRD,2014,Field Note-Developing Suicide Risk Assessment Training for Hospital Social Workers: An Academic-Community Partnership,"Wharff, Elizabeth A.; Ross, Abigail M.; Lambert, Susan",Journal of Social Work Education,10.1080/10437797.2014.856249,journal-article,title_and_abstract,True,Empirical,Quantitative,Quantitative,Quantitative,False,False
SWRD:42431,SWRD,2014,"Lifestyle Practices, Psychological Well-Being, and Substance Use among Chinese-Canadian Youth","Fang, Lin; Zhang, Vivian F.; Poon, Helen Lai Man; Fung, Wai Lun Alan; Katakia, Dhvani",Journal of Ethnic & Cultural Diversity in Social Work,10.1080/15313204.2014.932732,journal-article,title_and_abstract,True,Empirical,Quantitative,Quantitative,Quantitative,False,False
SWRD:42084,SWRD,2014,"Living in Danger: Previous Violence, Socioeconomic Position, and Mortality Risk among Women over a 10-Year Period","Trygged, Sven; Hedlund, Ebba; Kareholt, Ingemar",Social Work in Public Health,10.1080/19371918.2013.776350,journal-article,title_and_abstract,True,Empirical,Quantitative,Quantitative,Quantitative,False,False
SWRD:42400,SWRD,2014,Managing Risk of Difficult Behaviors in the Hospital Emergency Department: The Use of Cigarette Breaks With Mental Health Patients,"Donley, Euan R.",Social Work in Mental Health,10.1080/15332985.2013.832716,journal-article,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,Mixed-Methods,False,False
SWRD:119894,SWRD,2014,Mass Shootings and Mental Health Policy,"Rosenberg, Jessica; Rosenberg, Jessica",The Journal of Sociology & Social Welfare,oai:scholarworks.wmich.edu:jssw-3835,fetch_failed,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,,False,False
SWRD:42037,SWRD,2014,Meta-Analysis and Systematic Review Assessing the Efficacy of Dialectical Behavior Therapy ( DBT),"Panos, Patrick T.; Jackson, John W.; Hasan, Omar; Panos, Angelea",Research on Social Work Practice,10.1177/1049731513503047,journal-article,title_and_abstract,True,Empirical,Review,Review,Review,False,False
SWRD:42765,SWRD,2014,Neuroscience Insights That Inform Clinical Supervision,"Miehls, Dennis","Studies in Clinical Social Work: Transforming Practice, Education and Research",10.1080/00377317.2014.924706,journal-article,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,,False,False
SWRD:42016,SWRD,2014,Our Encounters with Suicide,"Leah, Caroline",British Journal of Social Work,10.1093/bjsw/bcu009,journal-article,title_only,True,Non-empirical,Not applicable,Non-empirical,,False,False
SWRD:42729,SWRD,2014,Personal and Professional Knowledge of and Experience With Suicide and Suicide Prevention Among Stakeholders in Clinical and Community Practice,"Matthieu, Monica M.; Gardiner, Giovanina; Ziegemeier, Ellen; Buxton, Miranda; Han, Lu; Cross, Wendi",Social Work in Mental Health,10.1080/15332985.2014.884517,journal-article,title_and_abstract,True,Empirical,Qualitative,Qualitative,Quantitative,False,False
SWRD:42965,SWRD,2014,Perspectives and Appropriateness of Suicide Prevention Gatekeeper Training for MSW Students,"Sharpe, Tanya L.; Frey, Jodi Jacobson; Osteen, Philip J.; Bernes, Sarah",Social Work in Mental Health,10.1080/15332985.2013.848831,journal-article,title_and_abstract,True,Empirical,Qualitative,Qualitative,Qualitative,False,False
SWRD:42348,SWRD,2014,Psychiatric Pathology and Suicide Risk in Patients with Cancer,"Costantini, Anna; Pompili, Maurizio; Innamorati, Marco; Zezza, Maria Cristina; Di Carlo, Alessandra; Sher, Leo; Girardi, Paolo",Journal of Psychosocial Oncology,10.1080/07347332.2014.917136,journal-article,title_and_abstract,True,Empirical,Quantitative,Quantitative,Quantitative,False,False
SWRD:42224,SWRD,2014,PTSD as Aftermath for Bullied LGBT Adolescents: The Case for Comprehensive Assessment,"Beckerman, Nancy L.; Auerbach, Charles",Social Work in Mental Health,10.1080/15332985.2014.888026,journal-article,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,Quantitative,False,False
SWRD:116336,SWRD,2014,"RECENSIÓN / BOOK REVIEW. Davis, Angela (2004) Mujeres, Raza y Clase. Madrid, AKAL.",Marta Martínez-Tijeras,Global Social Work / Trabajo Social Global,dc/1be5275dc4,fetch_failed,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,,False,False
SWRD:100717,SWRD,2014,REFLECTIONS ON THE EXPERIENCES AND NEEDS OF ADOLESCENTS WHO HAVE ATTEMPTED SUICIDE: A QUALITATIVE STUDY,Aspaslan; Jonathan; Nicky Aspaslan; Nicky Aspaslan; Nicky; Lowe,Social Work-Maatskaplike Werk,10.15270/39-3-361,journal-article,title_and_abstract,True,Empirical,Qualitative,Qualitative,,False,False
SWRD:41427,SWRD,2014,Social work and social problems: A contribution from systems theory and constructionism,"Michailakis, Dimitris; Schirmer, Werner",International Journal of Social Welfare,10.1111/ijsw.12091,journal-article,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,,False,False
SWRD:42715,SWRD,2014,Suicidal Behavior and HIV/AIDS: A Partial Test of Joiner's Theory of Why People Die by Suicide,"Manetta, Ameda A.; Cox, Lisa E.",Social Work in Mental Health,10.1080/15332985.2013.832717,journal-article,title_and_abstract,True,Empirical,Quantitative,Quantitative,Quantitative,False,False
SWRD:42824,SWRD,2014,Suicide Prevention in Social Work Education: How Prepared Are Social Work Students?,"Osteen, Philip J.; Jacobson, Jodi M.; Sharpe, Tanya L.",Journal of Social Work Education,10.1080/10437797.2014.885272,journal-article,title_and_abstract,True,Empirical,Quantitative,Quantitative,Quantitative,False,False
SWRD:42728,SWRD,2014,Suicide Prevention Training Program for Gatekeepers Working in Community Hospice Settings,"Matthieu, Monica M.; Swensen, Angela B.",Journal of Social Work in End-Of-Life & Palliative Care,10.1080/15524256.2013.877865,journal-article,title_and_abstract,True,Empirical,Quantitative,Quantitative,Quantitative,False,False
SWRD:42894,SWRD,2014,Systematic Literature Review Unemployment and psychological distress among young adults in the Nordic countries: A review of the literature,"Reneflot, Anne; Evensen, Miriam",International Journal of Social Welfare,10.1111/ijsw.12000,journal-article,title_and_abstract,True,Empirical,Review,Review,,False,False
SWRD:42000,SWRD,2014,The Attachment Function of Acute and Chronic Suicidal Illness in the Psychotherapy of an Adult Female Incest Survivor,"Greenfield, Robert M.",Clinical Social Work Journal,10.1007/s10615-012-0429-7,journal-article,title_and_abstract,True,Non-empirical,Not applicable,Non-empirical,,False,False
SWRD:42145,SWRD,2014,"The Influence of Intergenerational Family Dynamics on Suicidal Behavior: Conceptualization, Assessment, and Intervention","Morey, Cathleen M.","Studies in Clinical Social Work: Transforming Practice, Education and Research",10.1080/00377317.2014.860787,journal-article,title_and_abstract,True,Non-empirical,Not applicable,Non-empirical,,False,False
SWRD:43090,SWRD,2014,"Uncomplicated Depression, Suicide Attempt, and the DSM-5 Bereavement Exclusion Debate: An Empirical Evaluation","Wakefield, Jerome C.; Schmitz, Mark F.",Research on Social Work Practice,10.1177/1049731513495092,journal-article,title_and_abstract,True,Empirical,Quantitative,Quantitative,Quantitative,False,False
SWRD:41396,SWRD,2014,Understanding the Relationship between Domestic Abuse and Suicide Behavior in Adults Receiving Primary Care: Does Forgiveness Matter?,"Chang, Edward C.; Kahle, Emma R.; Yu, Elizabeth A.; Hirsch, Jameson K.",Social Work,10.1093/sw/swu028,journal-article,title_and_abstract,True,Empirical,Quantitative,Quantitative,Quantitative,False,False
SSWR:2015-O-0219,SSWR,2015,"""Being Safe and Being Yourself Is Two Different Things"": Understanding Structural Violence and Resistance Among Sexually Diverse Youth in Kingston, Jamaica",Carmen Logie; Nicolette Jones; Kristina Mena; Annecka Marshall,SSWR annual conference,,Oral,title_and_abstract,True,Empirical,Qualitative,Qualitative,qualitative,False,False
SSWR:2015-O-0302,SSWR,2015,Adolescent Exposure to Community Violence and Depressive Symptoms Among Adolescents and Young Adults: Understanding the Effect of Mental Health Service Usage,Wan-Yi Chen; Kenneth Corvo,SSWR annual conference,,Oral,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,quantitative,False,False
SSWR:2015-O-0627,SSWR,2015,"Adverse Childhood Experiences, Protective Factors, and Mental Health Problems Among Court-Involved Youth",Patricia Logan-Greene; Paula S. Nurius; Sharon Borja; Robert Tennyson,SSWR annual conference,,Oral,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2015-O-0087,SSWR,2015,Asset Ownership and Parent-Youth Relationship in Ghana: Determinants of Positive Health and Wellbeing,Gina Chowa Chowa; Rainier D. Masa,SSWR annual conference,,Oral,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,quantitative,False,False
SSWR:2015-O-0505,SSWR,2015,"Bridging the Silos: Connections Between Trauma Exposure, Posttraumatic Stress, and Depression in a Community Sample of First-Time Mothers",Mickey S. Sperlich,SSWR annual conference,,Oral,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,quantitative,False,False
SSWR:2015-O-0496,SSWR,2015,Bright Light Treatment of Child and Adolescent Depression and Depressive Symptoms: A Systematic Review,Brianna M. Lombardi,SSWR annual conference,,Oral,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,review,False,False
SSWR:2015-O-0382,SSWR,2015,Can Better Emotion Regulation Protect Against Suicidality in Traumatized Homeless Youth?,Nicholas U. Barr; Eric Rice; Harmony Rhoades; Hailey Winetrobe,SSWR annual conference,,Oral,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2015-O-0399,SSWR,2015,Changes in Clinical Functioning Among Adolescents Engaged in Deliberate Self-Harm,Sigrid James; Alphonso Smith; Kimberly R. Freeman; Joshua Morgan,SSWR annual conference,,Oral,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,quantitative,False,False
SSWR:2015-O-0563,SSWR,2015,"Child Maltreatment, Depression and Suicide in Adolescents with Chronic Pain",Candace Killian-Farrell; Miranda A.L. van Tilburg; Diana English; David Goldston; Jonathan B. Kotch; Desmond Runyan; Richard Thompson,SSWR annual conference,,Oral,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2015-O-0596,SSWR,2015,"Co-Occurrence of Suicidal Ideation, Depressed Mood, and Recent Substance Use Among Military-Connected Adolescents: A Latent Class Analysis",Tamika D. Gilreath,SSWR annual conference,,Oral,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2015-O-0351,SSWR,2015,"College Institutional Climate, Interpersonal Victimization, and the Relationship to Suicidality and Homelessness Among Transgender Individuals",Kristie L. Seelman,SSWR annual conference,,Oral,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2015-O-0501,SSWR,2015,Community Wise: Pilot Findings of a Substance Abuse and HIV Prevention Multilevel Intervention,Liliane Cambraia Windsor; Rogério Pinto,SSWR annual conference,,Oral,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,quantitative,False,False
SSWR:2015-O-0065,SSWR,2015,Connectedness and Suicidality: Implications for Prevention Among Child Welfare-Investigated Youth,Amy He; Anthony Fulginiti; Megan A. Finno-Velasquez,SSWR annual conference,,Oral,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2015-P-0083,SSWR,2015,Crisis Care: A Smartphone Application Intervention for Suicidal Adolescents,Kimberly H. McManama O'Brien; Jason Kahn; Christina Gironda; Mary LeCloux; Elizabeth A. Wharff,SSWR annual conference,,Poster,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2015-P-0047,SSWR,2015,Cross-Cultural Equivalence of the CES-D with Native American/Alaskan Native and White Youth over the Transition to Adulthood,Melissa L. Harry,SSWR annual conference,,Poster,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,quantitative,False,False
SSWR:2015-P-0162,SSWR,2015,Current Service Utilization Among Homeless Youth with Experiences in Foster Care and Criminal Justice,Andrea Lane Eastman; Eric Rice; Harmony Rhoades; Hailey Winetrobe,SSWR annual conference,,Poster,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,quantitative,False,False
SSWR:2015-P-0395,SSWR,2015,Disclosure of Suicidal Thoughts: Examining Individual and Relational Factors for Getting Help,Anthony Fulginiti; Rohini Pahwa,SSWR annual conference,,Poster,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2015-O-0558,SSWR,2015,Double Trouble: Disabilty and Suicide Attempts in Adolescence,Tally Moses,SSWR annual conference,,Oral,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2015-P-0259,SSWR,2015,Empowerment in Substance Abuse Prevention Coalitions: Testing Mediating Effects of Members' Participation and Role Engagement within a Statewide Context,"Kristen Gilmore Powell; Sarah Gold; Donald K. Hallcom; N. Andrew Peterson, PhD",SSWR annual conference,,Poster,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,quantitative,False,False
SSWR:2015-P-0172,SSWR,2015,Examining the Efficacy of the Family Based Crisis Intervention for Suicidal Adolescents in the Emergency Department: Results of a Randomized Clinical Trial,Elizabeth A. Wharff; Katherine B. Ginnis; Erina M. White; Abigail M. Ross; Kerry Brodziak,SSWR annual conference,,Poster,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2015-P-0295,SSWR,2015,Exploring the Relationship Between Coming out and Identity Development for LGB Individuals,Marcus Crawford; Douglas A. Crews,SSWR annual conference,,Poster,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,quantitative,False,False
SSWR:2015-O-0681,SSWR,2015,Exploring the Unique Treatment Needs of Gang-Involved Sex Trafficked and Prostituted Adults,Dominique E. Roe-Sepowitz; Kristine Hickle,SSWR annual conference,,Oral,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2015-O-0287,SSWR,2015,Finding a Gender Home: Gender Identity Assertion and Housing Status Among Unstably Housed Transgender Youth,Jama Shelton,SSWR annual conference,,Oral,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,qualitative,False,False
SSWR:2015-O-0560,SSWR,2015,From the Community's Point of View: Suicide Prevention from the Ground up,Michael Kral,SSWR annual conference,,Oral,title_and_abstract,True,Empirical,Qualitative,Qualitative,qualitative,False,False
SSWR:2015-O-0718,SSWR,2015,Help-Seeking Patterns Among College Students with Mental Health Issues: Who Do They Turn to for Support?,Sapna J. Mendon; Amy S. Kapadia; Ellen P. Lukens,SSWR annual conference,,Oral,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2015-P-0350,SSWR,2015,High School Implementation of Teen Dating Violence Prevention: The Intersection of Policy and Practice,Nicole A. Bell; Heidi Adams Rueda,SSWR annual conference,,Poster,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,quantitative,False,False
SSWR:2015-O-0712,SSWR,2015,How Are Mothers Impacted By Their Adolescent's Suicide Attempt over Time? �We're Kind of at a Crucial Point Right Here.�,Bridget E. Weller; Otima Doyle; David Goldston,SSWR annual conference,,Oral,title_and_abstract,True,Empirical,Qualitative,Qualitative,qualitative,False,False
SSWR:2015-O-0645,SSWR,2015,"Initial Development and Validation of the Bullyharm: The Bullying, Harassment, and Aggression Receipt Measure",William J. Hall,SSWR annual conference,,Oral,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,quantitative,False,False
SSWR:2015-O-0373,SSWR,2015,Interpreting Language Used By Older African Americans to Describe Depression in Light of DSM Criteria,Esther Akinyemi; Daphne C. Watkins; Janet Kavanagh; Vicki Johnson-Lawrence; Shana Lynn; Helen C. Kales,SSWR annual conference,,Oral,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,qualitative,False,False
SSWR:2015-O-0393,SSWR,2015,Is Minority Stress Theory Applicable to Understanding the Experience of Sexual Minority Adolescents?,Jeremy Goldbach; Jeremy Gibbs,SSWR annual conference,,Oral,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,qualitative,False,False
SSWR:2015-P-0124,SSWR,2015,Latino Suicide: Identifying and Comparing Risk Factors Among Adolescent Males and Females,Erika Ruiz; Regina T. Praetorius; Marcella Tanya Smith,SSWR annual conference,,Poster,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2015-O-0489,SSWR,2015,Maternal and Paternal Deployment: Differential Impact on the Functioning of Military-Connected Youth,"Kathrine S. Sullivan; Ron Avi Astor; Rami Benbenishty, PhD; Tamika D. Gilreath; Eric Rice",SSWR annual conference,,Oral,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,quantitative,False,False
SSWR:2015-O-0286,SSWR,2015,Mental Health Disparities Among Military Service Members and Veterans Enrolled in College,Michael D. Pelts; David L. Albright; Rebekah A. Freese,SSWR annual conference,,Oral,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2015-O-0042,SSWR,2015,Mental Health of Youth Orphaned Due to HIV in South Africa: Biological and Supportive Links to Caregivers,Melissa Sharer; Lucie Cluver; Joseph J. Shields,SSWR annual conference,,Oral,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2015-O-0137,SSWR,2015,Minority Stress and Coping Among Sexual Minority First Year College Students,Edward J. Alessi; Beth Sapiro; Sarilee Kahn; Shelley L. Craig,SSWR annual conference,,Oral,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,qualitative,False,False
SSWR:2015-P-0084,SSWR,2015,Older Adults Who Drive Under the Influence of Alcohol or Drugs: Risk Profiles,Namkee G. Choi; Diana M. DiNitto; C. Nathan Marti,SSWR annual conference,,Poster,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,quantitative,False,False
SSWR:2015-O-0639,SSWR,2015,"Perceived Racial, Sexual Identity, and Homeless Status-Related Discrimination Among Black Youth Experiencing Homelessness",Maurice N. Gattis; Andrea M. Larson,SSWR annual conference,,Oral,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2015-O-0124,SSWR,2015,Perceived Treatment Needs Among Women with Co-Occurring Substance Use Disorders and PTSD,Stella M. Resko; Suzanne Brown; Natasha S. Mendoza; Shantel D. West; Antonio González-Prendes,SSWR annual conference,,Oral,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2015-O-0131,SSWR,2015,Physical and Mental Health Concerns for Young Women with Arrest Histories: Results from the National Survey on Drug Use and Health,Gina Fedock; Sheryl Pimlott Kubiak,SSWR annual conference,,Oral,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2015-P-0240,SSWR,2015,Predictors of Bride-Kidnapping in Kyrgyzstan,Aigul Abdyldaeva,SSWR annual conference,,Poster,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,quantitative,False,False
SSWR:2015-O-0490,SSWR,2015,"Prevalence and Correlates of Depression, PTSD, and Suicidality Among Adolescents in Institutional Care in Jordan",Kathryne B. Brewer; Robin E. Gearing; Jennifer Elkins; Rawan W. Ibrahim; Michael J. MacKenzie; Craig S. Schwalbe,SSWR annual conference,,Oral,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2015-O-0405,SSWR,2015,Readiness for Independent Living Among Youth on the Verge of Leaving Juvenile Correctional Facilities,"Eran P. Melkman; Tehila Refaeli; Rami Benbenishty, PhD; Anat Zeira",SSWR annual conference,,Oral,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,quantitative,False,False
SSWR:2015-P-0197,SSWR,2015,"School Social Workers Knowledge of, and Responses to, Youth Suicidal Thoughts and Behaviors: Results of a National Survey",Jonathan B. Singer; Karen Slovak,SSWR annual conference,,Poster,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2015-O-0397,SSWR,2015,Sexual Minority Adolescents and Religious Identity Dissonance: Understanding the Stress and Management of Conflict Between a Religious Identity and Sexual Orientation Identity,Jeremy Gibbs; Jeremy Goldbach,SSWR annual conference,,Oral,title_and_abstract,True,Empirical,Qualitative,Qualitative,qualitative,False,False
SSWR:2015-O-0220,SSWR,2015,"Sexual Stigma and Peer Victimization of Sexually and Gender Diverse Youth in Ontario, Canada: Towards a Conceptualization of ""Conversion Bullying""",Sophia Fantus; Peter A. Newman; Marie Jolie Rwigema,SSWR annual conference,,Oral,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,qualitative,False,False
SSWR:2015-O-0730,SSWR,2015,Social Cognition and Interaction Training (SCIT) for Deaf People with Schizophrenia: Preliminary Findings,Heather K. Horton; Erica Dean,SSWR annual conference,,Oral,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,quantitative,False,False
SSWR:2015-O-0226,SSWR,2015,Social Work Under Occupation: The Palestinian Student Perspective,David S. Byers; Efrosini Dionysios Kokaliari; Joan Berzoff; Anan Fareed; Khalid Hreish,SSWR annual conference,,Oral,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,qualitative,False,False
SSWR:2015-O-0110,SSWR,2015,Suffering Alone: Understanding Barriers to Healthcare Utilization Amongst Asian-American Women,Astraea Augsberger; Hyeouk Chris Hahm; Meaghan Dougher,SSWR annual conference,,Oral,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,qualitative,False,False
SSWR:2015-O-0092,SSWR,2015,Suicide and Self-Harm: A Qualitative Study of Korean American Women's Experiences during Adolescence,Saras Y. Chung,SSWR annual conference,,Oral,title_and_abstract,True,Empirical,Qualitative,Qualitative,qualitative,False,False
SSWR:2015-P-0331,SSWR,2015,Suicide Attempt and Functional Change for Individuals with Chronic Mental Illness: Implications for Risk and Rehabilitation,"Anthony Fulginiti; John S. Brekke, PhD",SSWR annual conference,,Poster,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2015-P-0230,SSWR,2015,Suicide Attempt Trends in Central Texas Youth,Amanda N. Barczyk; Mary Klingensmith; Veena Reddy; Karen Piper; Sarah Duzinski; Karla Lawson,SSWR annual conference,,Poster,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2015-O-0485,SSWR,2015,The Health Status of Transition Age Foster Age: Early Findings from the Calyouth Study,Pajarita Charles; Mark E. Courtney,SSWR annual conference,,Oral,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2015-O-0067,SSWR,2015,"The Mental Health of Multiethnic Sexual Minority Girls: The Role of Risks, Stress and Self-Efficacy",Shelley L. Craig; Lauren McInroy; Ashley Austin; Edward J. Alessi,SSWR annual conference,,Oral,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,quantitative,False,False
SSWR:2015-O-0004,SSWR,2015,The Relationship Between Mother-Child Concordance about High-Risk IPV and the Child's Psychological and Behavioral Concerns,Catherine A. Simmons,SSWR annual conference,,Oral,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,quantitative,False,False
SSWR:2015-P-0192,SSWR,2015,The Role of Mental Health Literacy on Confidence in Helping Someone with Mental Health Problems Among Public Housing Staff,Hyejin Jung; Kirk L. Von Sternberg; King Davis,SSWR annual conference,,Poster,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,quantitative,False,False
SSWR:2015-O-0381,SSWR,2015,Think Outside of the Maysi-2 Box and See Loneliness As a Red Flag,Henrika McCoy,SSWR annual conference,,Oral,title_and_abstract,True,Empirical,Quantitative,Quantitative,quantitative,False,False
SSWR:2015-O-0385,SSWR,2015,Title: Screening for Suicide on a Pediatric Inpatient Medical Unit: Should We Ask Them?,Abigail M. Ross; Erina M. White; Sally Nelson; F. Julian Lantry; Lisa Horowitz; Elizabeth A. Wharff,SSWR annual conference,,Oral,title_and_abstract,True,Empirical,Quantitative,Quantitative,qualitative,False,False
SSWR:2015-P-0107,SSWR,2015,Understanding Risk and Protective Factors to Expand What We Know about Recidivism of Juvenile Offenders,Camille R. Quinn; Sonya J. Leathers,SSWR annual conference,,Poster,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,quantitative,False,False
SSWR:2015-O-0552,SSWR,2015,Universal or Culturally-Specific? Black and White Mothers' Reactions to Their Adolescents' Suicide Attempts,Otima Doyle; Bridget E. Weller; Stephanie Daniel; John F. Curry; Karen C. Wells; Alfiee M. Breland-Noble; Sue Estroff; David Goldston,SSWR annual conference,,Oral,title_and_abstract,True,Empirical,Qualitative,Qualitative,qualitative,False,False
SSWR:2015-O-0177,SSWR,2015,"Working with Service Disconnected Homeless Youth: Engaging, Retaining and Linking",Natasha Slesnick; Brittany Brakenhoff,SSWR annual conference,,Oral,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,quantitative,False,False
SSWR:2015-P-0127,SSWR,2015,Workplace Bullying: An Emerging Concern,Kimberly Cassie; William E. Cassie,SSWR annual conference,,Poster,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,quantitative,False,False
SSWR:2015-O-0349,SSWR,2015,�Having Rainbows Everywhere�: Exploring Perceived and Objective Community Climate and Lgbtq Community Resources Among Nonmetropolitan Lgbtq Youth,Megan S. Paceley; Amanda Hwu,SSWR annual conference,,Oral,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,mixed_methods,False,False
SSWR:2015-P-0013,SSWR,2015,"�They Teach You How to Weather the Storm, but They Don't Teach You How to Dance in the Rain:� Veterans' Perspectives on the Causes and Contributors to Their Criminal Justice Involvement",Kelli Canada; David L. Albright; Clark M. Peters,SSWR annual conference,,Poster,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,qualitative,False,False
SWRD:115526,SWRD,2015,AN ASSESSMENT OF THE NEED OF POLICE OFFICIALS FOR TRAUMA INTERVENTION PROGRAMMES – A QUALITATIVE APPROACH,Herman Strydom; Herman Strydom; Herman Strydom; Herman Strydom; Herman Strydom; Herman Strydom; Herman Strydom; Herman Strydom; Herman Strydom; Herman Strydom; Herman Strydom; Herman Strydom; Herman Strydom; Herman Strydom; Herman Strydom; Herman Strydom; Herman Strydom; Herman Strydom; Herman Strydom; Herman Strydom; Herman Strydom; Herman Strydom; Herman Strydom; Herman Strydom; Herman Strydom; Herman Strydom; Herman Strydom; Herman Strydom; Herman Strydom; Herman Strydom; Herman Strydom; Herman Strydom; Herman Strydom; Herman Strydom; Herman Strydom; Karel Botha; Pieter Boshoff,Social Work-Maatskaplike Werk,dc/eb3ef53310,fetch_failed,title_and_abstract,False,Not applicable,Not applicable,Irrelevant,,False,False
SWRD:39890,SWRD,2015,Characteristics of the Ongoing Bond,"Leichtentritt, Ronit D.; Yerushalmi, Ayelet; Barak, Adi",British Journal of Social Work,10.1093/bjsw/bct171,Article,title_and_abstract,True,Empirical,Qualitative,Qualitative,Qualitative,False,False
