author_id,name_as_published,full_name,family,given_full,evidence_dois,n_papers_linked,n_papers_checked,n_papers_agreeing
94373,"MAYO, C","Mayo, Claire",Mayo,Claire,10.1177/104438946704800205,1,1,1
94374,"TRUE, SB","True, Susanne B.",True,Susanne B.,10.1177/104438946704800205,1,1,1
94375,"ALVES, PL","Alves, Paget L.",Alves,Paget L.,10.1177/104438946604700609,1,1,1
94376,"WEINER, RB","Weiner, Rae B.",Weiner,Rae B.,10.1177/104438946604700605,1,1,1
94377,"ASSIMAKOS, J","Assimakos, Jean",Assimakos,Jean,10.1177/104438946504600604,1,1,1
94378,"DUNHAM, HW","Dunham, H. Warren",Dunham,H. Warren,10.1177/104438946504600707,1,1,1
94379,"DWYER, M","Dwyer, Margaret",Dwyer,Margaret,10.1177/104438946504600504,1,1,1
94380,"URBANOWSKI, M","Urbanowski, Martha",Urbanowski,Martha,10.1177/104438946504600504,1,1,1
94381,"COEN, JP","Coen, James P.",Coen,James P.,10.1177/104438946404500103,1,1,1
94382,"NOOE, DC","Nooe, Dick C.",Nooe,Dick C.,10.1177/104438946404500103,1,1,1
94383,"PLUMMER, R","Plummer, Ralph",Plummer,Ralph,10.1177/104438946404500103,1,1,1
94384,"TRAST, M","Trast, Merton",Trast,Merton,10.1177/104438946404500103,1,1,1
94385,"RYDER, MB","Ryder, Margaret B.",Ryder,Margaret B.,10.1177/104438946404500903,1,1,1
94386,"DALTON, J","Dalton, Juanita",Dalton,Juanita,10.1177/104438946304400904,1,1,1
94387,"EPSTEIN, H","Epstein, Helene",Epstein,Helene,10.1177/104438946304400904,1,1,1
94388,"HUNEEUS, ME","Huneeus, M. Eugenia",Huneeus,M. Eugenia,10.1177/104438946304400305,1,1,1
94389,"TROVATO, VW","Trovato, Vincent W.",Trovato,Vincent W.,10.1177/104438946004100304|10.1177/104438946304400610,2,2,2
94390,"VERNICK, J","Vernick, Joel",Vernick,Joel,10.1177/104438946304400805,1,1,1
94392,"RUMMEL, K","Rummel, Kathryn",Rummel,Kathryn,10.1177/104438946104200302,1,1,1
94393,"STEPHENS, B","Stephens, Bernice",Stephens,Bernice,10.1177/104438945904000403,1,1,1
94394,"KLIGER, PI","Kliger, Paul I.",Kliger,Paul I.,10.1177/104438945904000909,1,1,1
94395,"GILCHRIST, MM","Gilchrist, Marilyn M.",Gilchrist,Marilyn M.,10.1177/104438945904001004,1,1,1
94396,"ROMALIS, F","Romalis, Frieda",Romalis,Frieda,10.1177/104438945904000412|10.1177/104438945904000508,2,2,2
94397,"BALLARD, RG","Ballard, Robert G.",Ballard,Robert G.,10.1177/104438945703801003|10.1177/104438945803900106,2,2,2
94398,"WELSCH, EE","Welsch, Exie E.",Welsch,Exie E.,10.1177/104438945703800109|10.1177/104438945904001008,2,2,2
94399,"EISENBERG, SS","Eisenberg, Sidney S.",Eisenberg,Sidney S.,10.1177/104438945603700504,1,1,1
94400,"ORCHARD, B","Orchard, Bernice",Orchard,Bernice,10.1177/104438945603700503,1,1,1
94420,"EMPEY, LJ","Empey, L. Jane",Empey,L. Jane,10.1177/104438947705801003,1,1,1
94421,"WITTMAN, FD","Wittman, Friedner D.",Wittman,Friedner D.,10.1177/104438947605700808,1,1,1
94422,"DAVIS, IP","Davis, Inger P.",Davis,Inger P.,10.1177/104438947505600605|10.1177/104438948806900507,2,2,2
94423,"FRASER, G","Fraser, Gloria",Fraser,Gloria,10.1177/104438947505600512,1,1,1
94424,"HARTMAN, SS","Hartman, Susan S.",Hartman,Susan S.,10.1177/104438947505600503,1,1,1
94425,"HYNES, J","Hynes, Jane",Hynes,Jane,10.1177/104438947505600503,1,1,1
94426,"KOVACS, E","Kovacs, Ernest",Kovacs,Ernest,10.1177/104438947505600613,1,1,1
94429,"DUGGAN, MM","Duggan, Mary M.",Duggan,Mary M.,10.1177/104438947405500105,1,1,1
94431,"PRUSOFF, B","Prusoff, Brigitte",Prusoff,Brigitte,10.1177/104438947305400305,1,1,1
94432,"ZUKERMAN, KD","Zukerman, Karl D.",Zukerman,Karl D.,10.1177/104438947305400308,1,1,1
94433,"REILLY, WV","Reilly, Willow V.",Reilly,Willow V.,10.1177/104438947205301004,1,1,1
94434,"LOFLAND, J","Lofland, John",Lofland,John,10.1177/104438947105200211,1,1,1
94435,"HUSBANDS, A","Husbands, Ann",Husbands,Ann,10.1177/104438947005100703,1,1,1
94436,"HOCHHAUSER, H","Hochhauser, Herbert",Hochhauser,Herbert,10.1177/104438946905000602,1,1,1
94437,"SLOMA, J","Sloma, Jay",Sloma,Jay,10.1177/104438946905000602,1,1,1
94438,"MORRIS, B","Morris, Betty",Morris,Betty,10.1177/104438946804901005,1,1,1
94439,"COLT, A","Colt, Ann",Colt,Ann,10.1177/104438946704800804,1,1,1
94440,"DELVALLE, A","del Valle, Alline",del Valle,Alline,10.1177/104438946704801004,1,1,1
94441,"ALEXANDER, F","Alexander, Felton",Alexander,Felton,10.1177/104438946704801004,1,1,1
94444,"WEISBROD, HJ","Weisbrod, Helen Johnstone",Weisbrod,Helen Johnstone,10.1177/104438946704800611,1,1,1
94445,"DUNNING, R","Dunning, Ruth",Dunning,Ruth,10.1177/104438946604700909,1,1,1
94446,"FORD, CS","Ford, Caroline S.",Ford,Caroline S.,10.1177/104438946504600103,1,1,1
94447,"KLINK, TW","Klink, Thomas W.",Klink,Thomas W.,10.1177/104438946304400510,1,1,1
94448,"RAZY, V","Razy, Varda",Razy,Varda,10.1177/104438946104201003,1,1,1
94449,"HANDEL, AF","Handel, Alexander F.",Handel,Alexander F.,10.1177/104438946004100714,1,1,1
94450,"LAKE, M","Lake, Martha",Lake,Martha,10.1177/104438946004100604,1,1,1
94451,"MACGREGOR, RR","Macgregor, R. Roy",Macgregor,R. Roy,10.1177/104438945904000505,1,1,1
94452,"MADER, E","Mader, Erna",Mader,Erna,10.1177/104438945904000610|10.1177/104438947005100108,2,2,2
94453,"ROSNER, S","Rosner, Stanley",Rosner,Stanley,10.1177/104438945904000805,1,1,1
94455,"SLATE, H","Slate, Hymen",Slate,Hymen,10.1177/104438945803900403,1,1,1
94456,"NELSON, RF","Nelson, Robert F.",Nelson,Robert F.,10.1177/104438945703800611,1,1,1
94457,"AVERILL, PN","Averill, Paul Neal",Averill,Paul Neal,10.1177/104438945603700409,1,1,1
94458,"MCGRIFF, DL","McGriff, Dorothy L.",McGriff,Dorothy L.,10.1177/104438945603700105,1,1,1
94459,"MORELAND, DW","Moreland, Donald W.",Moreland,Donald W.,10.1177/104438945603700913,1,1,1
94460,"SHEA, MM","Shea, Margene M.",Shea,Margene M.,10.1177/104438945603700104,1,1,1
94479,"CHIANCOLA, SP","Chiancola, Samuel P.",Chiancola,Samuel P.,10.1177/104438947805900806,1,1,1
94480,"ROSENBLUM, S","Rosenblum, Susan",Rosenblum,Susan,10.1177/104438947805900515,1,1,1
94481,"KLINE, K","Kline, Karen",Kline,Karen,10.1177/104438947805900405,1,1,1
94482,"WEDEL, CC","Wedel, Cynthia C.",Wedel,Cynthia C.,10.1177/104438947805900808,1,1,1
94483,"DELOACHE, WF","De Loache, Wyatte F.",De Loache,Wyatte F.,10.1177/104438947605700703,1,1,1
94484,"DUCKWORTH, GL","Duckworth, Grace L.",Duckworth,Grace L.,10.1177/104438946704800405|10.1177/104438947605700502,2,2,2
94485,"BEELS, C","Beels, Chris",Beels,Chris,10.1177/104438947405500612,1,1,1
94486,"CAMPOS, AP","Campos, Angel P.",Campos,Angel P.,10.1177/104438947405500207,1,1,1
94487,"YOUNG, LR","Young, Leontine R.",Young,Leontine R.,10.1177/104438946204300110|10.1177/104438947405500811,2,2,2
94488,"GLENDENING, SE","Glendening, Susan Eichelberg",Glendening,Susan Eichelberg,10.1177/104438947205300905,1,1,1
94489,"WILSON, AJ","Wilson, A. John",Wilson,A. John,10.1177/104438947205300905,1,1,1
94490,"SILBER, SC","Silber, Stanley C.",Silber,Stanley C.,10.1177/104438947205301005,1,1,1
94492,"SINGER, A","Singer, Ann",Singer,Ann,10.1177/104438947105200905,1,1,1
94493,"BIRDWHISTELL, RL","Birdwhistell, Ray L.",Birdwhistell,Ray L.,10.1177/104438947005100401,1,1,1
94494,"KAMI, MJ","Kami, Michael J.",Kami,Michael J.,10.1177/104438947005100403,1,1,1
94495,"MARTIN, W","Martin, Webster",Martin,Webster,10.1177/104438947005100209,1,1,1
94496,"JANCHILL, MP","Janchill, Mary Paul",Janchill,Mary Paul,10.1177/104438946905000202,1,1,1
94497,"KENT, DP","Kent, Donald P.",Kent,Donald P.,10.1177/104438946905000406,1,1,1
94498,"BARG, SK","Barg, Sylvia K.",Barg,Sylvia K.,10.1177/104438946905000406,1,1,1
94499,"BRECHER, SL","Brecher, Sally L.",Brecher,Sally L.,10.1177/104438946804900903,1,1,1
94500,"STEWART, DH","Stewart, Dorothy H.",Stewart,Dorothy H.,10.1177/104438946804900903,1,1,1
94502,"WIGGINS, LM","Wiggins, Lee M.",Wiggins,Lee M.,10.1177/104438946704801005,1,1,1
94503,"BRAVERMAN, S","Braverman, Shirley",Braverman,Shirley,10.1177/104438946604700303,1,1,1
94504,"FINGERT, PS","Fingert, Patricia S.",Fingert,Patricia S.,10.1177/104438946604700709,1,1,1
94505,"LEWIS, GF","Lewis, Gordon F.",Lewis,Gordon F.,10.1177/104438946504601004,1,1,1
94506,"MCCABE, AR","McCabe, Alice R.",McCabe,Alice R.,10.1177/104438945904000401|10.1177/104438946104200208|10.1177/104438946504600804,3,3,3
94507,"RUBINFINE, DL","Rubinfine, David L.",Rubinfine,David L.,10.1177/104438946504600906,1,1,1
94508,"COHEN, W","Cohen, Wilbur",Cohen,Wilbur,10.1177/104438946404500210,1,1,1
94509,"CLIFT, VA","Clift, Virgil A.",Clift,Virgil A.,10.1177/104438946304400213,1,1,1
94510,"DANZIG, ME","Danzig, Martin E.",Danzig,Martin E.,10.1177/104438946204300705,1,1,1
94511,"SCHWARTZBERG, B","Schwartzberg, Bernard",Schwartzberg,Bernard,10.1177/104438946004100201|10.1177/104438946204300111,2,2,2
94512,"LALLY, D","Lally, Dorothy",Lally,Dorothy,10.1177/104438946104200310,1,1,1
94513,"MAYBERG, GC","Mayberg, Grace C.",Mayberg,Grace C.,10.1177/104438946104200903,1,1,1
94514,"YOUNG, HM","Young, Hazel M.",Young,Hazel M.,10.1177/104438946004101002,1,1,1
94515,"LEACH, H","Leach, Helen",Leach,Helen,10.1177/104438946004101002,1,1,1
94516,"MASS, P","Mass, Philip",Mass,Philip,10.1177/104438945803901005,1,1,1
94517,"MALONEY, T","Maloney, Thomas",Maloney,Thomas,10.1177/104438945803901005,1,1,1
94534,"LEMON, EC","Lemon, Elizabeth C.",Lemon,Elizabeth C.,10.1177/104438947705800410|10.1177/104438947805901002,2,2,2
94535,"DUHL, BS","Duhl, Bunny S.",Duhl,Bunny S.,10.1177/104438947605700202,1,1,1
94536,"FUJII, SM","Fujii, Sharon M.",Fujii,Sharon M.,10.1177/104438947605700312,1,1,1
94537,"YAMADA, M","Yamada, Mariko",Yamada,Mariko,10.1177/104438947605700302,1,1,1
94538,"PINCUS, L","Pincus, Lily",Pincus,Lily,10.1177/104438947605700113,1,1,1
94539,"RESNICK, S","Resnick, Stella",Resnick,Stella,10.1177/104438947605700915,1,1,1
94540,"YUN, H","Yun, Hum",Yun,Hum,10.1177/104438947605700308,1,1,1
94541,"ABERNETHY, MW","Abernethy, Mark W.",Abernethy,Mark W.,10.1177/104438947505600618,1,1,1
94542,"ANDREWS, EE","Andrews, Ernest E.",Andrews,Ernest E.,10.1177/104438947505600812,1,1,1
94543,"BASHFORD, E","Bashford, Enid",Bashford,Enid,10.1177/104438947505600511,1,1,1
94545,"BLOOM, ML","Bloom, Mary Larkin",Bloom,Mary Larkin,10.1177/104438947305400201,1,1,1
94546,"BRUMBACH, M","Brumbach, Mary",Brumbach,Mary,10.1177/104438947205300108,1,1,1
94547,"BROWN, EC","Brown, Elliot C.",Brown,Elliot C.,10.1177/104438947105201001,1,1,1
94548,"CUTTING, AR","Cutting, Allan R.",Cutting,Allan R.,10.1177/104438947005100803,1,1,1
94549,"MITCHELL, HE","Mitchell, Howard E.",Mitchell,Howard E.,10.1177/104438946905000102|10.1177/104438947005100407,2,2,2
94550,"SINSHEIMER, RB","Sinsheimer, Robert B.",Sinsheimer,Robert B.,10.1177/104438946905000201,1,1,1
94551,"STOCK, RO","Stock, Richard O.",Stock,Richard O.,10.1177/104438946905000105,1,1,1
94552,"ULLMAN, A","Ullman, Alice",Ullman,Alice,10.1177/104438946905000210,1,1,1
94553,"ROBERTS, MD","Roberts, Mildred D.",Roberts,Mildred D.,10.1177/104438946704801002,1,1,1
94554,"COPPERMAN, M","Copperman, Michael",Copperman,Michael,10.1177/104438946404500705,1,1,1
94555,"GARCEA, RA","Garcea, Ralph A.",Garcea,Ralph A.,10.1177/104438946204300203,1,1,1
94556,"IRWIN, O","Irwin, Olive",Irwin,Olive,10.1177/104438946204300203,1,1,1
94557,"GORE, T","Gore, Thomas",Gore,Thomas,10.1177/104438946204300603,1,1,1
94558,"TILLOCK, EE","Tillock, Eugene E.",Tillock,Eugene E.,10.1177/104438946204300304,1,1,1
94559,"ZAKI, EP","Zaki, Elinor P.",Zaki,Elinor P.,10.1177/1044389461042005-609,1,1,1
94560,"GEIST, J","Geist, Joanne",Geist,Joanne,10.1177/104438946004100203,1,1,1
94561,"GERBER, NM","Gerber, Norman M.",Gerber,Norman M.,10.1177/104438946004100203,1,1,1
94562,"BELL, V","Bell, Velma",Bell,Velma,10.1177/104438945904000604,1,1,1
94563,"HALLINAN, HW","Hallinan, Helen W.",Hallinan,Helen W.,10.1177/104438945904000102,1,1,1
94564,"REYNOLDS, R","Reynolds, Rosemary",Reynolds,Rosemary,10.1177/104438945904001003,1,1,1
94565,"BITTERMANN, CM","Bittermann, Catherine M.",Bittermann,Catherine M.,10.1177/104438945803900605|10.1177/104438946604700903,2,2,2
94566,"HERMAN, C","Herman, chérie",Herman,chérie,10.1177/104438945803900704,1,1,1
94567,"SWEENEY, MA","Sweeney, Mary A.",Sweeney,Mary A.,10.1177/104438945803900510,1,1,1
94568,"MOHLER, DA","Mohler, Dorothy A.",Mohler,Dorothy A.,10.1177/104438945703800812,1,1,1
94569,"SABAT, C","Sabat, Charlotte",Sabat,Charlotte,10.1177/104438945703800205,1,1,1
94570,"WHITSON, W","Whitson, Walter",Whitson,Walter,10.1177/104438945603701012,1,1,1
94581,"HOROWITZ, NH","Horowitz, Nancy Heller",Horowitz,Nancy Heller,10.1177/104438947805900906,1,1,1
94582,"BROOKS, PR","Brooks, Paul R.",Brooks,Paul R.,10.1177/104438947505600703,1,1,1
94584,"DENTLER, RA","Dentler, Robert A.",Dentler,Robert A.,10.1177/104438947305400112,1,1,1
94586,"KORPELA, JW","Korpela, Janet Winn",Korpela,Janet Winn,10.1177/104438947305400905,1,1,1
94587,"PORTNOI, TS","Portnoi, Tikvah S.",Portnoi,Tikvah S.,10.1177/104438947305400705,1,1,1
94588,"LAM, DJ","Lam, Dianne J.",Lam,Dianne J.,10.1177/104438947305400705,1,1,1
94590,"SHERRY, SN","Sherry, S. Norman",Sherry,S. Norman,10.1177/104438947305400705,1,1,1
94591,"NORTH, B","North, Betty",North,Betty,10.1177/104438947305400705,1,1,1
94592,"ONESTI, SJ","Onesti, Silvio J.",Onesti,Silvio J.,10.1177/104438947305400705,1,1,1
94593,"FARROW, FG","Farrow, Frank G.",Farrow,Frank G.,10.1177/104438947305400204,1,1,1
94594,"STEINER, GY","Steiner, Gilbert Y.",Steiner,Gilbert Y.,10.1177/104438947205300811,1,1,1
94595,"PRUNTY, H","Prunty, Howard",Prunty,Howard,10.1177/104438947005100102,1,1,1
94596,"KENNEDY, JF","Kennedy, James F.",Kennedy,James F.,10.1177/104438947005100704,1,1,1
94597,"DOUVILLE, MW","Douville, Mary W.",Douville,Mary W.,10.1177/104438946804900607,1,1,1
94598,"CYRUS, AS","Cyrus, Ada Shew",Cyrus,Ada Shew,10.1177/104438946704800203,1,1,1
94599,"DAVITTO, B","Davitto, Bernard",Davitto,Bernard,10.1177/104438946704800102,1,1,1
94600,"ENGELHARDT, FP","Engelhardt, Florence P.",Engelhardt,Florence P.,10.1177/104438946704800710,1,1,1
94601,"SIMMONS, RE","Simmons, Robert E.",Simmons,Robert E.,10.1177/104438946704800705,1,1,1
94602,"HERRE, EA","Herre, Ernest A.",Herre,Ernest A.,10.1177/104438946504600605,1,1,1
94603,"JEFFRIES, B","Jeffries, Benjamin",Jeffries,Benjamin,10.1177/104438946504600612,1,1,1
94604,"JOHNSON, MH","Johnson, Mary Helen",Johnson,Mary Helen,10.1177/104438946404500612,1,1,1
94605,"RYAN, FJ","Ryan, Francis J.",Ryan,Francis J.,10.1177/104438946404500805|10.1177/104438946704800404,2,2,2
94606,"HARTLAGE, LC","Hartlage, Lawrence C.",Hartlage,Lawrence C.,10.1177/104438946304401005,1,1,1
94607,"BERLATSKY, MN","Berlatsky, Marjorie N.",Berlatsky,Marjorie N.,10.1177/104438946204300502,1,1,1
94608,"FRINGS, J","Frings, John",Frings,John,10.1177/104438945703800201|10.1177/104438946204300810,2,2,2
94609,"ROLFE, P","Rolfe, Phyllis",Rolfe,Phyllis,10.1177/104438946204301009,1,1,1
94610,"LEICHTER, HJ","Leichter, Hope J.",Leichter,Hope J.,10.1177/104438946004100808,1,1,1
94611,"MARCUS, MR","Marcus, Mildred Rendl",Marcus,Mildred Rendl,10.1177/104438946004100603,1,1,1
94612,"ROSENFELD, E","Rosenfeld, Eva",Rosenfeld,Eva,10.1177/104438946004101007,1,1,1
94613,"ONEIL, CF","O'Neil, Carle F.",O'Neil,Carle F.,10.1177/104438945904000902,1,1,1
94614,"SIBULKIN, L","Sibulkin, Lillian",Sibulkin,Lillian,10.1177/104438945904000406,1,1,1
94615,"FARBER, L","Farber, Laura",Farber,Laura,10.1177/104438945803900102,1,1,1
94616,"MALONEY, EM","Maloney, Elizabeth M.",Maloney,Elizabeth M.,10.1177/104438945803900111,1,1,1
94617,"FITZSIMMONS, MR","Fitzsimmons, Margaret R.",Fitzsimmons,Margaret R.,10.1177/104438945703800605,1,1,1
94618,"SCHWAB, N","Schwab, Nelson",Schwab,Nelson,10.1177/104438945703800612,1,1,1
94619,"STEIGMAN, JE","Steigman, Joseph E.",Steigman,Joseph E.,10.1177/104438945703800401,1,1,1
94620,"PELTENBURG, CM","Peltenburg, Cathrin M.",Peltenburg,Cathrin M.,10.1177/104438945603700205,1,1,1
94630,"HIGGINS, JG","Higgins, John G.",Higgins,John G.,10.1177/104438947805900502,1,1,1
94631,"STEENO, TJ","Steeno, Terrence J.",Steeno,Terrence J.,10.1177/104438947705800504,1,1,1
94632,"MOOREHEAD, BB","Moorehead, Betty B.",Moorehead,Betty B.,10.1177/104438947705800504,1,1,1
94634,"GARFIELD, R","Garfield, Robert",Garfield,Robert,10.1177/104438947605700109,1,1,1
94635,"LOTT, JT","Lott, Juanita Tamayo",Lott,Juanita Tamayo,10.1177/104438947605700307,1,1,1
94638,"DARBY, JA","Darby, Joel A.",Darby,Joel A.,10.1177/104438947605700205,1,1,1
94639,"CARTER, AW","Carter, Anne W.",Carter,Anne W.,10.1177/104438947505600513,1,1,1
94640,"KATZ, EA","Katz, Edna-Ann",Katz,Edna-Ann,10.1177/104438947405500604,1,1,1
94641,"SAKS, FG","Saks, Florence G.",Saks,Florence G.,10.1177/104438947405500702,1,1,1
94642,"SIMPSON, RL","Simpson, Richard L.",Simpson,Richard L.,10.1177/104438947305400113,1,1,1
94643,"CHEA, MW","Chea, Mary Wong",Chea,Mary Wong,10.1177/104438947205300307,1,1,1
94644,"GARDNER, WI","Gardner, William I.",Gardner,William I.,10.1177/104438947205300510,1,1,1
94645,"LEVIN, S","Levin, Stanley",Levin,Stanley,10.1177/104438947205300508,1,1,1
94647,"RICHARDS, LD","Richards, Larry D.",Richards,Larry D.,10.1177/104438947205300105,1,1,1
94648,"LEE, KA","Lee, Kenneth A.",Lee,Kenneth A.,10.1177/104438947205300105,1,1,1
94650,"WEISBERG, P","Weisberg, Paul",Weisberg,Paul,10.1177/104438947205300910,1,1,1
94652,"BUCKLEY, M","Buckley, Mary",Buckley,Mary,10.1177/104438947105200807,1,1,1
94653,"NEUBAUER, PB","Neubauer, Peter B.",Neubauer,Peter B.,10.1177/104438946304400609|10.1177/104438947005100211,2,2,2
94654,"REYNOLDS, MK","Reynolds, Mary K.",Reynolds,Mary K.,10.1177/104438947005100202,1,1,1
94655,"CRYMES, JT","Crymes, Joseph T.",Crymes,Joseph T.,10.1177/104438947005100202,1,1,1
94656,"SHANNON, BE","Shannon, Barbara E.",Shannon,Barbara E.,10.1177/104438947005100503|10.1177/104438947305400902,2,2,2
94657,"SPELLMAN, SW","Spellman, Seth W.",Spellman,Seth W.,10.1177/104438947005100812,1,1,1
94658,"COATE, S","Coate, Shirley",Coate,Shirley,10.1177/104438946905000705,1,1,1
94659,"NORDSTROM, EA","Nordstrom, Eugene A.",Nordstrom,Eugene A.,10.1177/104438946905000705,1,1,1
94660,"ADAMS, ME","Adams, Margaret E.",Adams,Margaret E.,10.1177/104438946704800303,1,1,1
94661,"BIERMAN, R","Bierman, Ralph",Bierman,Ralph,10.1177/104438946704800901,1,1,1
94662,"HARRISON, GP","Harrison, Grace P.",Harrison,Grace P.,10.1177/104438946704800901,1,1,1
94663,"STULBERG, B","Stulberg, Burton",Stulberg,Burton,10.1177/104438945904000504|10.1177/104438946704800901,2,2,2
94664,"MABLEY, A","Mabley, Albertina",Mabley,Albertina,10.1177/104438946604700304,1,1,1
94665,"BOYER, LB","Boyer, L. Bryce",Boyer,L. Bryce,10.1177/104438946404500902,1,1,1
94666,"HETZLER, SA","Hetzler, Stanley A.",Hetzler,Stanley A.,10.1177/104438946304400802,1,1,1
94667,"LINDBERG, DR","Lindberg, Dwaine R.",Lindberg,Dwaine R.,10.1177/104438946304400304,1,1,1
94668,"WOSMEK, AW","Wosmek, Anne W.",Wosmek,Anne W.,10.1177/104438946304400304,1,1,1
94669,"PRESLEY, BL","Presley, Betty L.",Presley,Betty L.,10.1177/104438946204300802,1,1,1
94670,"ISAAC, SM","Isaac, Sol Morton",Isaac,Sol Morton,10.1177/104438946104200111,1,1,1
94671,"TURNER, H","Turner, Helen",Turner,Helen,10.1177/1044389461042005-606,1,1,1
94672,"COLLIER, CR","Collier, Catherine R.",Collier,Catherine R.,10.1177/104438946004100404,1,1,1
94673,"CAMPBELL, A","Campbell, Anne",Campbell,Anne,10.1177/104438946004100404,1,1,1
94674,"MONTGOMERY, DS","Montgomery, Dorothy S.",Montgomery,Dorothy S.,10.1177/104438946004100802,1,1,1
94675,"LEVEEN, L","Leveen, Louis",Leveen,Louis,10.1177/104438945904001005,1,1,1
94676,"PRIVER, D","Priver, David",Priver,David,10.1177/104438945904001005,1,1,1
94677,"HURN, PL","Hurn, Paula L.",Hurn,Paula L.,10.1177/104438945803900805,1,1,1
94678,"WINDHAUSER, M","Windhauser, Marguerite",Windhauser,Marguerite,10.1177/104438945803901010,1,1,1
94679,"LESLIE, GR","Leslie, Gerald R.",Leslie,Gerald R.,10.1177/104438945703800307|10.1177/104438946004100611,2,2,2
94680,"BEHRENS, ML","Behrens, Marjorie L.",Behrens,Marjorie L.,10.1177/104438945603700102,1,1,1
94681,"RUESCH, J","Ruesch, Jurgen",Ruesch,Jurgen,10.1177/104438945603700108,1,1,1
94682,"RYLAND, G","Ryland, Gladys",Ryland,Gladys,10.1177/104438945603700709,1,1,1
94700,"HAUFRECHT, B","Haufrecht, Betty",Haufrecht,Betty,10.1177/104438947805901001|10.1177/104438948406500806,2,2,2
94701,"MITCHELL, C","Mitchell, Celia",Mitchell,Celia,10.1177/104438947805901001,1,1,1
94703,"NUNNALLY, EW","Nunnally, Elam W.",Nunnally,Elam W.,10.1177/104438947605700102,1,1,1
94704,"WACKMAN, DB","Wackman, Daniel B.",Wackman,Daniel B.,10.1177/104438947605700102,1,1,1
94705,"RUSTIN, J","Rustin, Judith",Rustin,Judith,10.1177/104438947505600905,1,1,1
94706,"NATHANSON, R","Nathanson, Robert",Nathanson,Robert,10.1177/104438947505600905,1,1,1
94708,"AYRES, AQ","Ayres, Alice Q.",Ayres,Alice Q.,10.1177/104438947305400401,1,1,1
94709,"BERGEN, HM","Bergen, Helen M.",Bergen,Helen M.,10.1177/104438947205300204,1,1,1
94710,"KRIS, AO","Kris, Anton O.",Kris,Anton O.,10.1177/104438947205300204,1,1,1
94711,"HICKEY, KM","Hickey, Kathleen M.",Hickey,Kathleen M.,10.1177/104438947205300701,1,1,1
94712,"LEONARD, MA","Leonard, Margaret A.",Leonard,Margaret A.,10.1177/104438947205300201,1,1,1
94713,"HART, JW","Hart, Joe W.",Hart,Joe W.,10.1177/104438947105200308,1,1,1
94714,"BAIRD, KE","Baird, Keith E.",Baird,Keith E.,10.1177/104438947005100502,1,1,1
94715,"MCPHEETERS, HL","Mcpheeters, Harold L.",Mcpheeters,Harold L.,10.1177/104438947005100717,1,1,1
94716,"SILVERSTEIN, S","Silverstein, Sandra",Silverstein,Sandra,10.1177/104438946905001002,1,1,1
94717,"LIVINGSTON, PB","Livingston, Peter B.",Livingston,Peter B.,10.1177/104438946804900806,1,1,1
94718,"NOYES, EB","Noyes, Elizabeth B.",Noyes,Elizabeth B.,10.1177/104438946704800409,1,1,1
94720,"GLASS, S","Glass, Susan",Glass,Susan,10.1177/104438946404500713,1,1,1
94721,"GOODRICH, CC","Goodrich, Charles C.",Goodrich,Charles C.,10.1177/104438946304400102,1,1,1
94723,"SCHECHTER, MD","Schechter, Marshall D.",Schechter,Marshall D.,10.1177/104438946304400312,1,1,1
94724,"SIEGEL, NH","Siegel, Nathaniel H.",Siegel,Nathaniel H.,10.1177/104438946204301004,1,1,1
94725,"FINK, M","Fink, Max",Fink,Max,10.1177/104438946204301004,1,1,1
94726,"DIAMOND, JD","Diamond, Jerome D.",Diamond,Jerome D.,10.1177/104438946104200309,1,1,1
94727,"DOVER, FT","Dover, Frances T.",Dover,Frances T.,10.1177/104438945904000605,1,1,1
94728,"SPENCER, K","Spencer, Katherine",Spencer,Katherine,10.1177/104438945904001007,1,1,1
94729,"OFFENKRANTZ, W","Offenkrantz, William",Offenkrantz,William,10.1177/104438945803900809,1,1,1
94730,"KOZIER, A","Kozier, Ada",Kozier,Ada,10.1177/104438945703800404|10.1177/104438946204300103,2,2,2
94731,"YOUNG, K","Young, Kimball",Young,Kimball,10.1177/104438945603700210,1,1,1
94740,"SILVERMAN, AG","Silverman, Alida G.",Silverman,Alida G.,10.1177/104438947705800301,1,1,1
94741,"KAHN, BH","Kahn, Beatrice H.",Kahn,Beatrice H.,10.1177/104438947705800301,1,1,1
94742,"ALSBROOK, L","Alsbrook, Larry",Alsbrook,Larry,10.1177/104438947605700805,1,1,1
94743,"HARDGROVE, G","Hardgrove, Grace",Hardgrove,Grace,10.1177/104438947605700403,1,1,1
94744,"LEBOW, GH","Lebow, Grace H.",Lebow,Grace H.,10.1177/104438947605700707,1,1,1
94746,"CRENSHAW, M","Crenshaw, Mary",Crenshaw,Mary,10.1177/104438947305400409,1,1,1
94747,"KLITZNER, R","Klitzner, Rose",Klitzner,Rose,10.1177/104438947305400809,1,1,1
94748,"TAKETOMO, Y","Taketomo, Yasuhiko",Taketomo,Yasuhiko,10.1177/104438947105201009,1,1,1
94749,"FERRIS, BN","Ferris, Betty N.",Ferris,Betty N.,10.1177/104438946905000203,1,1,1
94750,"JACOBS, S","Jacobs, Sydney",Jacobs,Sydney,10.1177/104438946905000304,1,1,1
94751,"LANG, PA","Lang, Priscilla A.",Lang,Priscilla A.,10.1177/104438946804900304,1,1,1
